"lineage","country","date","N.R185L","N.R195K","ORF1a.T265I","ORF1a.V366A","ORF1a.S3421T","ORF1b.P314L","ORF3a.Q57H","ORF3a.G172C","ORF3a.P240L","S.T76I","S.D614G","E.P71S","N.M411L","ORF1a.R24C","ORF1a.L3930F","ORF1b.K151N","ORF1b.S1391L","ORF1b.K1828N","ORF7a.H47Y","ORF9b.R32H","S.A899S","ORF1a.A1694V","N.S197L","ORF1a.K3678N","ORF3a.A110S","ORF1a.L533F","ORF1a.T568I","ORF1a.V2866M","ORF1a.L3116F","ORF1a.P4212S","S.V483F","S.M1229I","ORF1a.D930Y","S.A1020V","N.P13L","N.D144Y","N.G212V","ORF9b.P10S","S.T572I","S.K1181R","S.S1261F","ORF1b.G977V","N.H145Y","ORF1a.V597I","ORF1a.K1470R","ORF1a.T2648I","ORF1a.R3993L","ORF1a.T4083M","ORF3a.P267L","S.S939F","ORF1a.V2613F","S.R634H","ORF1a.T619I","ORF1a.S1841A","ORF1b.S904L","ORF7a.S81P","ORF1a.H110Y","ORF1a.D2833G","ORF1a.G728D","ORF1b.F2647L","M.D209Y","N.P168S","N.D399Y","ORF1b.R1687C","ORF1a.T4207I","S.L5F","ORF1a.T551A","ORF1a.P1096S","ORF1a.Q2702H","ORF1a.L3606F","ORF3a.S177I","ORF1b.V691L","ORF1a.L1683F","ORF1b.Q1878H","ORF1b.A517V","ORF1b.L2451F","ORF1a.T2124I","ORF1a.P193S","ORF1a.A3220V","ORF1a.P4197S","ORF1a.R1163I","ORF1a.P1921L","ORF1b.M606I","ORF1b.N725D","ORF3a.V163L","ORF1a.A2129V","ORF7a.T39I","ORF8.T11I","ORF1a.T2684I","S.A688V","ORF1a.S966F","ORF1a.T1543I","ORF1a.S3973P","S.L1224S","N.P20L","ORF1a.M85I","ORF1a.A1043V","ORF9b.P17S","ORF9b.Q34R","N.E367K","ORF1a.E36K","ORF3a.A33S","N.P80L","ORF1a.S216F","ORF9b.Q77.","N.G204R","ORF1a.S2488F","ORF1b.F462L","ORF1b.M2322K","ORF3a.T14I","ORF3a.L52F","S.E324V","N.S413N","ORF1a.K680N","ORF1a.V3434I","ORF1a.T4249I","ORF3a.H243R","ORF1a.T2800I","ORF1a.T4087I","ORF3a.L129F","S.Q1208H","S.A653V","ORF1a.P309L","ORF1b.M1573I","ORF1a.N3537D","N.S412I","ORF1a.G1073E","ORF1a.K1689Q","ORF3a.L106F","ORF1a.T1567I","ORF1b.V1520M","ORF8.S54L","ORF1a.D223A","ORF1b.L2560F","ORF3a.D27H","ORF1b.D2020Y","ORF1a.D953Y","ORF1a.R398C","ORF7a.D69G","ORF1a.N1996T","ORF1a.T3750I","S.V213L","S.A522V","ORF1a.K3902R","ORF1a.T4368I","ORF7a.F46L","ORF1a.Q3777H","ORF1b.R712H","ORF1a.T2615I","ORF1b.L1681F","ORF1a.G519S","ORF1a.S2661C","ORF1a.D75Y","ORF1a.C2165F","ORF1b.T1555I","ORF8.A51V","S.N703D"
"B.1.576","USA","2020-07-03",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-06",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-11",0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-11-04",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"B.1.576","USA","2020-07-13",0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-07-16",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-07-16",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"B.1.576","USA","2020-07-16",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"B.1.576","USA","2020-11-10",0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-12-30",0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"B.1.576","USA","2020-06-18",0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.1.576","USA","2020-06-25",0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
